Category;City;Country_Region;Customer_ID;Customer_Name;Order_Date;Order_ID;Order_Profitable;Postal_Code;Product_ID;Product_Name;Region;Row_ID;Segment;Ship_Date;Ship_Mode;Ship_Status;State;Sub_Category;Days_to_Ship_Actual;Days_to_Ship_Scheduled;Discount;Profit;Quantity;Sales;Sales_Forecast
Furniture;San Francisco;United States;C0076;Customer 99;1/31/2022;CA-2022-301728;Not Profitable;83368;FUR-7589;Bush Somerset Collection Bookcase;West;797;Corporate;2/21/2022;Second Class;Shipped Late;California;Furniture;4;3;0.05%;134.27;4;263.11;247.41
Furniture;Houston;United States;C0063;Customer 49;2/24/2022;CA-2022-841490;Not Profitable;29733;FUR-8844;"Executive Impressions 14"" Two-Tier Wood Desk Organizer";South;798;Consumer;2/7/2022;Standard Class;Shipped Early;Illinois;Furniture;4;3;0.01%;114.6;3;178.94;176.89
Office Supplies;San Diego;United States;C0014;Customer 62;1/26/2022;CA-2022-447747;Not Profitable;70495;OFF-4811;Avery 520;West;799;Corporate;2/25/2022;Standard Class;Shipped Early;Arizona;Office Supplies;5;4;0.19%;49.3;9;972.56;981.52
Office Supplies;Charlotte;United States;C0014;Customer 87;2/6/2022;CA-2022-286252;Not Profitable;50636;OFF-3909;Ibico Plastic Spiral Binding Combs;South;800;Corporate;2/15/2022;First Class;Shipped Late;Ohio;Office Supplies;2;2;0.03%;-25.68;1;549.99;528.38
Stationery;Dallas;United States;C0045;Customer 55;2/19/2022;CA-2022-744072;Not Profitable;50699;STA-8370;Eldon Fold 'N Roll Cart;Central;801;Consumer;1/29/2022;Standard Class;Shipped on Time;Florida;Stationery;3;3;0.05%;45.98;7;673.71;714.01
Furniture;Detroit;United States;C0066;Customer 34;2/27/2022;CA-2022-656502;Not Profitable;82840;FUR-1791;Eldon Expressions Wood and Plastic Desk Accessories;Central;802;Consumer;2/26/2022;Second Class;Shipped Early;Washington;Furniture;3;3;0.17%;-20.11;1;323.72;313.74
Stationery;Columbus;United States;C0029;Customer 29;2/4/2022;CA-2022-503199;Not Profitable;88166;STA-2055;Avery 492;East;803;Consumer;2/24/2022;Second Class;Shipped on Time;California;Stationery;2;2;0.02%;-13.8;9;669.89;630.76
Office Supplies;Charlotte;United States;C0051;Customer 75;2/24/2022;CA-2022-381058;Profitable;60749;OFF-1432;Sanford Colorific Colored Pencils;South;804;Corporate;2/20/2022;First Class;Shipped Late;Texas;Office Supplies;5;3;0.14%;12.23;6;333.97;359.54
Office Supplies;Philadelphia;United States;C0074;Customer 91;2/4/2022;CA-2022-796649;Not Profitable;19427;OFF-4146;Panasonic KX-P7100 Dot Matrix Printer;East;805;Consumer;1/28/2022;First Class;Shipped on Time;New York;Office Supplies;4;5;0.14%;-8.4;3;709.44;725.33
Stationery;Dallas;United States;C0067;Customer 65;2/22/2022;CA-2022-441231;Not Profitable;67775;STA-4109;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;Central;806;Corporate;2/18/2022;First Class;Shipped Late;California;Stationery;4;2;0.06%;97.41;10;786.17;726.11
Stationery;Seattle;United States;C0025;Customer 90;2/27/2022;CA-2022-551274;Profitable;29256;STA-9210;Sanford Pencil Sharpener;West;807;Consumer;1/29/2022;Standard Class;Shipped Early;Colorado;Stationery;2;4;0.06%;126.59;8;329.45;336.56
Stationery;Dallas;United States;C0037;Customer 58;2/20/2022;CA-2022-251632;Not Profitable;11651;STA-9997;Avery 476;Central;808;Corporate;1/24/2022;Second Class;Shipped Early;Indiana;Stationery;4;2;0.03%;38.16;3;726.66;701.77
Stationery;Columbus;United States;C0076;Customer 9;2/19/2022;CA-2022-958629;Not Profitable;99700;STA-3863;Avery 492;East;809;Corporate;2/21/2022;Standard Class;Shipped on Time;Washington;Stationery;3;5;0.03%;148.57;2;379.51;414.2
Stationery;San Antonio;United States;C0055;Customer 11;1/28/2022;CA-2022-783289;Not Profitable;13052;STA-3791;Avery 492;South;810;Consumer;2/13/2022;Second Class;Shipped on Time;Arizona;Stationery;3;3;0.13%;-20.85;8;246.9;234.67
Office Supplies;Columbus;United States;C0068;Customer 8;1/25/2022;CA-2022-123097;Not Profitable;53144;OFF-4390;Hamilton Beach Microwave;East;811;Consumer;1/24/2022;Second Class;Shipped Early;North Carolina;Office Supplies;2;2;0.2%;15.94;1;311.14;309.64
Stationery;Miami;United States;C0081;Customer 42;1/29/2022;CA-2022-117130;Profitable;77451;STA-4273;Rogers File Cart;South;812;Corporate;2/7/2022;Second Class;Shipped on Time;Michigan;Stationery;4;3;0.19%;85.32;7;879.43;925.77
Stationery;Seattle;United States;C0056;Customer 55;2/20/2022;CA-2022-891933;Not Profitable;77422;STA-2287;Sanford Pencil Sharpener;West;813;Corporate;2/3/2022;First Class;Shipped on Time;Arizona;Stationery;3;3;0.08%;46.6;9;641.16;654.72
Office Supplies;Miami;United States;C0091;Customer 39;1/31/2022;CA-2022-480423;Profitable;73396;OFF-5182;OIC Colored Binder Clips;South;814;Corporate;2/5/2022;Second Class;Shipped Early;California;Office Supplies;4;5;0.19%;125.06;1;981.31;1072.07
Stationery;San Francisco;United States;C0067;Customer 28;1/24/2022;CA-2022-496636;Profitable;76588;STA-9336;Avery 492;West;815;Corporate;2/3/2022;Standard Class;Shipped Early;North Carolina;Stationery;3;4;0.05%;59.38;3;915.35;882.51
Stationery;Seattle;United States;C0067;Customer 67;1/25/2022;CA-2022-955902;Profitable;59825;STA-6798;Fellowes Bankers Box Stacking Storage Boxes;West;816;Consumer;2/6/2022;First Class;Shipped Early;Indiana;Stationery;5;3;0.17%;11.91;2;226.15;209.18
Furniture;Charlotte;United States;C0096;Customer 44;1/22/2022;CA-2022-748614;Not Profitable;57723;FUR-3421;Bretford CR4500 Series Slim Rectangular Table;South;817;Consumer;2/5/2022;Second Class;Shipped Late;Pennsylvania;Furniture;2;3;0.13%;75.14;4;574.26;582.69
Furniture;Indianapolis;United States;C0081;Customer 89;2/27/2022;CA-2022-963401;Not Profitable;18438;FUR-8716;Chromcraft Bull-Nose Wood Oval Conference Table;Central;818;Consumer;1/29/2022;First Class;Shipped on Time;Washington;Furniture;3;5;0.05%;-42.6;4;861.02;873.72
Furniture;Houston;United States;C0058;Customer 6;2/9/2022;CA-2022-544686;Profitable;23537;FUR-6945;Novimex Executive Leather Armchair;South;819;Consumer;2/7/2022;Standard Class;Shipped Late;Arizona;Furniture;2;2;0.12%;68.55;2;331.47;314.24
Stationery;Chicago;United States;C0081;Customer 16;1/27/2022;CA-2022-949837;Profitable;81979;STA-5517;Eldon Fold 'N Roll Cart;Central;820;Corporate;1/26/2022;Second Class;Shipped on Time;Illinois;Stationery;4;3;0.17%;95.99;4;447.26;468.37
Stationery;Phoenix;United States;C0085;Customer 27;1/21/2022;CA-2022-487576;Profitable;17378;STA-4289;Fellowes Bankers Box Stacking Storage Boxes;West;821;Corporate;2/9/2022;Standard Class;Shipped Early;California;Stationery;4;2;0.06%;21.36;3;407.15;384.9
Office Supplies;San Francisco;United States;C0022;Customer 10;2/23/2022;CA-2022-236485;Profitable;24887;OFF-8947;OIC Colored Binder Clips;West;822;Corporate;2/27/2022;Second Class;Shipped Early;Florida;Office Supplies;3;2;0.12%;-23.73;9;252.75;276.8
Office Supplies;Philadelphia;United States;C0006;Customer 10;2/18/2022;CA-2022-612885;Not Profitable;94611;OFF-6057;Ibico Plastic Spiral Binding Combs;East;823;Consumer;1/26/2022;Second Class;Shipped Late;Washington;Office Supplies;5;4;0.14%;-21.12;7;461.58;479.55
Stationery;Indianapolis;United States;C0026;Customer 26;2/22/2022;CA-2022-871768;Not Profitable;22165;STA-4576;Enermax Note Cards;Central;824;Corporate;1/23/2022;Second Class;Shipped Early;North Carolina;Stationery;5;3;0.13%;115.91;6;309.88;311.2
Office Supplies;Austin;United States;C0095;Customer 76;2/10/2022;CA-2022-429814;Profitable;43347;OFF-6213;Sanford Colorific Colored Pencils;South;825;Consumer;2/2/2022;Second Class;Shipped Late;Texas;Office Supplies;5;2;0.1%;96.62;3;763.48;838.91
Furniture;Miami;United States;C0083;Customer 70;2/25/2022;CA-2022-950129;Not Profitable;54332;FUR-1293;Bretford CR4500 Series Slim Rectangular Table;South;826;Corporate;2/10/2022;Second Class;Shipped Late;New York;Furniture;2;5;0.05%;145.47;1;624.1;663.86
Furniture;Philadelphia;United States;C0058;Customer 12;2/24/2022;CA-2022-878656;Not Profitable;96693;FUR-8047;Global Deluxe Stacking Chair;East;827;Corporate;2/19/2022;Second Class;Shipped on Time;Pennsylvania;Furniture;2;2;0.15%;142.52;4;749.64;677.98
Furniture;Seattle;United States;C0041;Customer 91;1/24/2022;CA-2022-724522;Profitable;78866;FUR-1285;Bush Somerset Collection Bookcase;West;828;Consumer;2/17/2022;Standard Class;Shipped on Time;Texas;Furniture;5;2;0.13%;98.68;4;553.07;564.26
Stationery;Jacksonville;United States;C0059;Customer 39;2/21/2022;CA-2022-240301;Not Profitable;14186;STA-1599;Avery 476;South;829;Consumer;2/16/2022;Standard Class;Shipped on Time;California;Stationery;5;4;0.01%;9.89;3;164.2;147.81
Stationery;Detroit;United States;C0059;Customer 63;2/20/2022;CA-2022-427406;Profitable;85110;STA-1268;Fellowes Bankers Box Stacking Storage Boxes;Central;830;Consumer;2/18/2022;Second Class;Shipped on Time;Ohio;Stationery;3;2;0.05%;28.25;3;718.92;691.21
Furniture;Chicago;United States;C0034;Customer 73;2/3/2022;CA-2022-674940;Profitable;91965;FUR-6109;Hon Deluxe Fabric Micro Chair;Central;831;Corporate;2/7/2022;Standard Class;Shipped on Time;Illinois;Furniture;4;2;0.01%;-26.53;2;730.53;756.54
Stationery;Columbus;United States;C0006;Customer 63;2/4/2022;CA-2022-778803;Not Profitable;34808;STA-2180;Rogers File Cart;East;832;Consumer;1/30/2022;Standard Class;Shipped Early;Washington;Stationery;4;5;0.12%;46.13;5;229.51;219.43
Office Supplies;Denver;United States;C0013;Customer 45;2/11/2022;CA-2022-731842;Not Profitable;47649;OFF-6711;Hamilton Beach Microwave;West;833;Consumer;2/6/2022;First Class;Shipped Late;Ohio;Office Supplies;3;5;0.14%;134.03;9;95.78;94.73
Office Supplies;Philadelphia;United States;C0030;Customer 6;2/20/2022;CA-2022-358887;Not Profitable;28759;OFF-7033;Wilson Jones Legal Size Ring Binders;East;834;Consumer;2/11/2022;Second Class;Shipped Early;Pennsylvania;Office Supplies;5;3;0.04%;43.68;3;235.72;250.69
Stationery;Charlotte;United States;C0006;Customer 52;2/13/2022;CA-2022-507151;Not Profitable;38210;STA-8558;Xerox 1980 Black & White Digital Copier;South;835;Corporate;2/3/2022;First Class;Shipped on Time;Pennsylvania;Stationery;4;2;0.12%;28.16;5;719.13;654.06
Office Supplies;Jacksonville;United States;C0040;Customer 7;2/22/2022;CA-2022-111662;Profitable;16292;OFF-9150;Avery 520;South;836;Consumer;2/19/2022;First Class;Shipped Early;New York;Office Supplies;5;2;0.18%;109.16;2;232.75;217.04
Furniture;Indianapolis;United States;C0070;Customer 36;2/7/2022;CA-2022-248003;Not Profitable;76790;FUR-4912;Sauder Classic Café Table;Central;837;Consumer;2/6/2022;Second Class;Shipped Early;Ohio;Furniture;5;5;0.14%;97.87;4;138.66;144.86
Office Supplies;San Diego;United States;C0071;Customer 42;1/25/2022;CA-2022-199140;Profitable;40373;OFF-1727;Panasonic KX-P7100 Dot Matrix Printer;West;838;Consumer;2/3/2022;First Class;Shipped Early;Colorado;Office Supplies;4;5;0.02%;140.28;5;377.59;375.68
Stationery;Columbus;United States;C0022;Customer 92;2/21/2022;CA-2022-999640;Profitable;41637;STA-4764;Avery 476;East;839;Consumer;2/11/2022;First Class;Shipped on Time;Colorado;Stationery;5;4;0.11%;65.62;4;856.87;895.34
Furniture;San Antonio;United States;C0003;Customer 59;2/1/2022;CA-2022-765918;Not Profitable;52886;FUR-2486;Global Deluxe High-Back Manager's Chair;South;840;Consumer;1/21/2022;Second Class;Shipped Late;Illinois;Furniture;5;5;0.1%;146.72;5;890.42;831.62
Furniture;Los Angeles;United States;C0002;Customer 70;2/8/2022;CA-2022-388840;Profitable;56638;FUR-4548;Bush Somerset Collection Bookcase;West;841;Corporate;1/26/2022;Standard Class;Shipped Early;New York;Furniture;3;4;0.06%;49.08;1;196.08;195.61
Office Supplies;Denver;United States;C0059;Customer 75;2/17/2022;CA-2022-664029;Not Profitable;67266;OFF-3902;OIC Colored Binder Clips;West;842;Consumer;2/11/2022;Standard Class;Shipped on Time;Illinois;Office Supplies;2;2;0.14%;0.2;2;708.44;657
Furniture;San Jose;United States;C0034;Customer 88;2/9/2022;CA-2022-143051;Not Profitable;30396;FUR-8097;Bretford CR4500 Series Slim Rectangular Table;West;843;Corporate;2/6/2022;Second Class;Shipped Late;North Carolina;Furniture;4;2;0.04%;106.99;1;148.15;144.36
Office Supplies;Philadelphia;United States;C0013;Customer 60;2/7/2022;CA-2022-677552;Profitable;95619;OFF-1888;Ibico Plastic Spiral Binding Combs;East;844;Corporate;1/23/2022;First Class;Shipped Late;Illinois;Office Supplies;3;3;0.02%;67.26;6;207.15;189.87
Stationery;San Francisco;United States;C0028;Customer 60;2/6/2022;CA-2022-246504;Profitable;18888;STA-1946;Avery 476;West;845;Corporate;2/9/2022;Second Class;Shipped Late;New York;Stationery;2;5;0.03%;-1.43;7;409.08;425.14
Office Supplies;Indianapolis;United States;C0055;Customer 43;2/25/2022;CA-2022-935346;Profitable;99582;OFF-4796;Acco 7-Outlet Surge Protector;Central;846;Corporate;1/24/2022;First Class;Shipped Late;Pennsylvania;Office Supplies;3;4;0.17%;108.38;3;556.46;571.47
Stationery;San Diego;United States;C0022;Customer 94;2/4/2022;CA-2022-738269;Profitable;12219;STA-1718;Enermax Note Cards;West;847;Corporate;2/25/2022;Standard Class;Shipped Early;Illinois;Stationery;5;2;0.04%;141.3;8;673.09;614.97
Stationery;San Diego;United States;C0066;Customer 34;2/17/2022;CA-2022-566073;Profitable;35700;STA-6714;Eldon Fold 'N Roll Cart;West;848;Consumer;2/24/2022;Standard Class;Shipped Late;Illinois;Stationery;2;2;0.12%;86.64;10;852.61;928.83
Stationery;Columbus;United States;C0074;Customer 26;2/12/2022;CA-2022-317642;Not Profitable;92838;STA-3589;Rogers File Cart;East;849;Consumer;1/28/2022;Second Class;Shipped on Time;Florida;Stationery;3;2;0.17%;44.26;3;51.23;56.3
Stationery;Columbus;United States;C0092;Customer 42;2/18/2022;CA-2022-354079;Profitable;15437;STA-1594;Avery 476;East;850;Consumer;2/12/2022;Standard Class;Shipped Late;Illinois;Stationery;2;4;0%;74.44;7;236.46;222.55
Furniture;Detroit;United States;C0052;Customer 85;2/24/2022;CA-2022-523325;Profitable;82155;FUR-9732;Eldon Expressions Wood and Plastic Desk Accessories;Central;851;Consumer;2/20/2022;Standard Class;Shipped Early;Arizona;Furniture;3;2;0.04%;123.06;5;788.54;829.04
Furniture;Dallas;United States;C0094;Customer 4;2/16/2022;CA-2022-471465;Profitable;47750;FUR-6660;Global Deluxe Stacking Chair;Central;852;Corporate;2/1/2022;First Class;Shipped Late;Colorado;Furniture;4;3;0.19%;83.71;9;576.11;547.48
Stationery;Denver;United States;C0033;Customer 57;1/25/2022;CA-2022-887999;Not Profitable;54237;STA-4247;Enermax Note Cards;West;853;Consumer;1/30/2022;First Class;Shipped on Time;Arizona;Stationery;3;4;0.06%;100.15;7;571.11;563.76
Office Supplies;Seattle;United States;C0002;Customer 87;2/9/2022;CA-2022-907083;Not Profitable;43311;OFF-8167;Sanford Colorific Colored Pencils;West;854;Consumer;2/25/2022;First Class;Shipped Early;Arizona;Office Supplies;4;4;0.13%;77.08;7;863.97;926.97
Stationery;San Jose;United States;C0042;Customer 97;1/23/2022;CA-2022-914388;Profitable;43443;STA-5401;Avery 508;West;855;Corporate;1/28/2022;Standard Class;Shipped on Time;Ohio;Stationery;5;3;0.02%;2.05;5;452.53;443.76
Furniture;Jacksonville;United States;C0073;Customer 90;2/22/2022;CA-2022-910204;Not Profitable;35564;FUR-7664;Chromcraft Bull-Nose Wood Oval Conference Table;South;856;Corporate;1/27/2022;First Class;Shipped Late;Ohio;Furniture;5;4;0.02%;99.39;8;121.66;120.4
Furniture;Detroit;United States;C0045;Customer 29;1/28/2022;CA-2022-370819;Not Profitable;79568;FUR-5540;Global Deluxe High-Back Manager's Chair;Central;857;Consumer;1/26/2022;First Class;Shipped Late;Michigan;Furniture;3;3;0.11%;-43.55;10;703.69;703.16
Furniture;Chicago;United States;C0011;Customer 52;2/27/2022;CA-2022-760931;Not Profitable;58458;FUR-2622;Eldon Expressions Wood and Plastic Desk Accessories;Central;858;Corporate;2/22/2022;Standard Class;Shipped Early;Pennsylvania;Furniture;5;4;0.14%;19.18;2;103.71;96.56
Furniture;Phoenix;United States;C0040;Customer 2;2/10/2022;CA-2022-665913;Not Profitable;83912;FUR-9202;Hon Deluxe Fabric Micro Chair;West;859;Corporate;2/26/2022;Second Class;Shipped Late;Michigan;Furniture;2;5;0.11%;123.94;3;681.59;722.89
Furniture;Houston;United States;C0022;Customer 60;2/5/2022;CA-2022-332895;Not Profitable;34131;FUR-3353;Hon Deluxe Fabric Micro Chair;South;860;Corporate;2/27/2022;Second Class;Shipped on Time;North Carolina;Furniture;4;2;0.15%;147.88;3;691.02;672.79
Office Supplies;Chicago;United States;C0067;Customer 60;2/27/2022;CA-2022-349882;Not Profitable;88069;OFF-9937;Acco 7-Outlet Surge Protector;Central;861;Consumer;2/27/2022;Second Class;Shipped Late;Michigan;Office Supplies;4;2;0.13%;17.09;6;347.47;378.31
Office Supplies;Miami;United States;C0051;Customer 43;1/26/2022;CA-2022-384954;Not Profitable;27794;OFF-9683;Staples;South;862;Consumer;1/21/2022;Second Class;Shipped Early;Illinois;Office Supplies;3;4;0.01%;110.47;3;828.35;906.83
Stationery;New York City;United States;C0018;Customer 69;2/17/2022;CA-2022-430268;Not Profitable;39002;STA-7370;Enermax Note Cards;East;863;Corporate;2/17/2022;First Class;Shipped Late;New York;Stationery;2;2;0.19%;-11.46;7;320.24;299.53
Office Supplies;Seattle;United States;C0038;Customer 80;1/31/2022;CA-2022-148833;Profitable;94569;OFF-8671;Staples;West;864;Consumer;2/15/2022;Second Class;Shipped Early;Arizona;Office Supplies;5;5;0.15%;122.71;8;712.14;655.18
Office Supplies;Indianapolis;United States;C0066;Customer 85;2/14/2022;CA-2022-573422;Not Profitable;76906;OFF-1965;Staples;Central;865;Consumer;2/13/2022;Second Class;Shipped Early;Texas;Office Supplies;3;3;0.08%;132.84;4;393.64;374
Furniture;Houston;United States;C0031;Customer 69;1/31/2022;CA-2022-940973;Profitable;68914;FUR-2418;Sauder Classic Café Table;South;866;Consumer;2/19/2022;Standard Class;Shipped on Time;Michigan;Furniture;3;3;0.09%;-20.39;2;176.57;179.45
Stationery;San Jose;United States;C0085;Customer 34;1/28/2022;CA-2022-533103;Profitable;79478;STA-1615;Avery 476;West;867;Corporate;2/6/2022;First Class;Shipped Late;Arizona;Stationery;5;2;0.1%;99.44;4;638.77;608.69
Stationery;Charlotte;United States;C0049;Customer 18;2/3/2022;CA-2022-944736;Not Profitable;59805;STA-3823;Xerox 1980 Black & White Digital Copier;South;868;Consumer;1/27/2022;First Class;Shipped Late;New York;Stationery;5;4;0.16%;90.61;2;747.88;725.58
Furniture;Columbus;United States;C0068;Customer 69;2/6/2022;CA-2022-571820;Not Profitable;43998;FUR-2914;Global Deluxe Stacking Chair;East;869;Corporate;2/19/2022;Standard Class;Shipped Early;New York;Furniture;4;3;0.01%;28.4;3;521.28;540.41
Office Supplies;Indianapolis;United States;C0013;Customer 33;2/7/2022;CA-2022-961015;Profitable;31076;OFF-9586;Acco 7-Outlet Surge Protector;Central;870;Consumer;2/13/2022;Standard Class;Shipped Early;Ohio;Office Supplies;3;5;0.08%;148.15;2;365.51;336.69
Office Supplies;Houston;United States;C0063;Customer 79;2/14/2022;CA-2022-327644;Profitable;15241;OFF-7425;Ibico Plastic Spiral Binding Combs;South;871;Consumer;2/25/2022;First Class;Shipped Late;North Carolina;Office Supplies;4;5;0.16%;-17.75;3;481.64;437.67
Office Supplies;San Diego;United States;C0007;Customer 23;1/28/2022;CA-2022-910757;Not Profitable;71765;OFF-4293;Hamilton Beach Microwave;West;872;Corporate;2/3/2022;Standard Class;Shipped Late;Indiana;Office Supplies;2;5;0.17%;-38.23;8;344.95;354.14
Stationery;Miami;United States;C0004;Customer 47;2/20/2022;CA-2022-431662;Not Profitable;57520;STA-6194;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;South;873;Corporate;2/6/2022;Standard Class;Shipped Early;Ohio;Stationery;2;3;0.16%;133.65;2;457.76;473.43
Furniture;New York City;United States;C0018;Customer 7;2/16/2022;CA-2022-224124;Not Profitable;67575;FUR-5095;Hon Deluxe Fabric Micro Chair;East;874;Consumer;2/9/2022;Second Class;Shipped Late;Arizona;Furniture;4;2;0.04%;-2.68;2;385.35;405.83
Office Supplies;Dallas;United States;C0046;Customer 35;2/10/2022;CA-2022-721407;Not Profitable;66995;OFF-1658;Staples;Central;875;Corporate;1/24/2022;Second Class;Shipped Early;California;Office Supplies;5;2;0.08%;-35.86;10;762.08;765.58
Furniture;Miami;United States;C0051;Customer 62;1/27/2022;CA-2022-154178;Profitable;45403;FUR-7579;Global Deluxe High-Back Manager's Chair;South;876;Corporate;1/30/2022;First Class;Shipped Early;Arizona;Furniture;3;2;0.14%;-0.36;1;729.8;762.96
Furniture;Chicago;United States;C0067;Customer 30;2/16/2022;CA-2022-688890;Not Profitable;21380;FUR-2978;Global Deluxe Stacking Chair;Central;877;Corporate;1/21/2022;Standard Class;Shipped on Time;Ohio;Furniture;5;5;0.05%;-45.18;10;148.53;149.15
Furniture;New York City;United States;C0091;Customer 37;1/28/2022;CA-2022-726823;Not Profitable;65988;FUR-4584;Bush Somerset Collection Bookcase;East;878;Consumer;1/23/2022;Second Class;Shipped on Time;Ohio;Furniture;4;2;0.02%;27.6;5;669.28;641.19
Office Supplies;New York City;United States;C0095;Customer 78;2/21/2022;CA-2022-556093;Profitable;58695;OFF-9156;Panasonic KX-P7100 Dot Matrix Printer;East;879;Consumer;1/26/2022;First Class;Shipped Early;California;Office Supplies;4;5;0.15%;64.77;7;466.51;449.71
Office Supplies;Miami;United States;C0092;Customer 64;2/19/2022;CA-2022-412389;Profitable;52339;OFF-7314;Acco 7-Outlet Surge Protector;South;880;Consumer;1/21/2022;First Class;Shipped Early;Texas;Office Supplies;2;3;0.17%;5.58;9;971.15;912.71
Office Supplies;New York City;United States;C0091;Customer 67;1/30/2022;CA-2022-824877;Not Profitable;91600;OFF-7486;Acco 7-Outlet Surge Protector;East;881;Corporate;2/3/2022;First Class;Shipped Early;Colorado;Office Supplies;4;5;0.16%;64.49;5;263.58;274.24
Office Supplies;San Jose;United States;C0100;Customer 58;2/1/2022;CA-2022-870252;Not Profitable;32273;OFF-5474;Poly String Tie Envelopes;West;882;Corporate;1/22/2022;Standard Class;Shipped on Time;North Carolina;Office Supplies;3;5;0.11%;-9.11;4;628.78;646.11
Furniture;Los Angeles;United States;C0053;Customer 19;2/11/2022;CA-2022-802275;Profitable;86732;FUR-8385;Hon Deluxe Fabric Micro Chair;West;883;Consumer;2/2/2022;First Class;Shipped Early;Texas;Furniture;3;4;0.01%;-13.12;7;637.46;673.26
Stationery;San Antonio;United States;C0037;Customer 23;2/9/2022;CA-2022-247398;Profitable;88617;STA-2929;Sanford Pencil Sharpener;South;884;Corporate;2/27/2022;Standard Class;Shipped Early;Indiana;Stationery;2;3;0.13%;-30.2;5;314.87;340.14
Stationery;Denver;United States;C0017;Customer 10;2/11/2022;CA-2022-842493;Profitable;59527;STA-8779;Fellowes Bankers Box Stacking Storage Boxes;West;885;Corporate;2/15/2022;First Class;Shipped Early;Colorado;Stationery;4;4;0.08%;42.51;3;459.51;436.34
Stationery;Jacksonville;United States;C0016;Customer 77;2/7/2022;CA-2022-161753;Not Profitable;80186;STA-2680;Avery 476;South;886;Corporate;2/1/2022;Second Class;Shipped Early;Texas;Stationery;2;3;0.19%;-41.47;2;169.4;173.28
Furniture;Philadelphia;United States;C0003;Customer 94;2/23/2022;CA-2022-891282;Profitable;39901;FUR-4094;Eldon Expressions Wood and Plastic Desk Accessories;East;887;Corporate;1/25/2022;First Class;Shipped Late;Pennsylvania;Furniture;3;4;0.04%;67.57;4;72.46;72.62
Stationery;Los Angeles;United States;C0094;Customer 5;2/23/2022;CA-2022-247362;Not Profitable;37912;STA-5018;Sanford Pencil Sharpener;West;888;Corporate;2/27/2022;Second Class;Shipped on Time;Florida;Stationery;3;5;0.05%;108.2;5;856.9;842.81
Stationery;Indianapolis;United States;C0063;Customer 69;2/14/2022;CA-2022-285940;Profitable;89335;STA-6301;Enermax Note Cards;Central;889;Corporate;2/21/2022;Standard Class;Shipped Early;Florida;Stationery;5;2;0.03%;135.23;2;514.76;480.5
Office Supplies;Houston;United States;C0079;Customer 14;2/7/2022;CA-2022-306878;Profitable;72173;OFF-3882;Sanford Colorific Colored Pencils;South;890;Corporate;1/31/2022;First Class;Shipped on Time;North Carolina;Office Supplies;4;5;0.2%;79.54;6;177.66;164.73
Furniture;Miami;United States;C0032;Customer 32;2/21/2022;CA-2022-709156;Not Profitable;18423;FUR-8840;"Executive Impressions 14"" Two-Tier Wood Desk Organizer";South;891;Consumer;2/10/2022;Second Class;Shipped Early;Illinois;Furniture;5;4;0.09%;-14.13;8;58.37;62.73
Furniture;New York City;United States;C0056;Customer 1;2/12/2022;CA-2022-480379;Not Profitable;85554;FUR-9209;Global Deluxe High-Back Manager's Chair;East;892;Consumer;2/13/2022;Second Class;Shipped Late;Ohio;Furniture;3;2;0.12%;82.66;5;869.77;890.99
Office Supplies;Los Angeles;United States;C0098;Customer 64;2/23/2022;CA-2022-617718;Not Profitable;39719;OFF-2583;Panasonic KX-P7100 Dot Matrix Printer;West;893;Corporate;2/25/2022;Second Class;Shipped on Time;California;Office Supplies;5;4;0.1%;93.91;3;291.42;266.43
Furniture;San Antonio;United States;C0098;Customer 9;2/20/2022;CA-2022-924305;Not Profitable;45135;FUR-8924;Eldon Expressions Wood and Plastic Desk Accessories;South;894;Consumer;2/23/2022;First Class;Shipped Late;Washington;Furniture;5;3;0.13%;140.44;7;209.94;198.9
Stationery;Philadelphia;United States;C0011;Customer 48;1/30/2022;CA-2022-213107;Profitable;65763;STA-2937;Rogers File Cart;East;895;Corporate;2/23/2022;Second Class;Shipped Early;Indiana;Stationery;4;2;0.06%;94.73;2;186.57;171.08
Office Supplies;Austin;United States;C0083;Customer 5;2/13/2022;CA-2022-913907;Not Profitable;61937;OFF-9330;Staples;South;896;Corporate;1/29/2022;Second Class;Shipped Early;California;Office Supplies;5;4;0.2%;143.19;2;866.38;943.51
Office Supplies;Seattle;United States;C0052;Customer 65;2/4/2022;CA-2022-641255;Profitable;45197;OFF-9230;Panasonic KX-P7100 Dot Matrix Printer;West;897;Consumer;2/8/2022;Standard Class;Shipped Late;Colorado;Office Supplies;4;5;0.12%;124.64;5;420.7;392.77
Office Supplies;Jacksonville;United States;C0052;Customer 86;2/12/2022;CA-2022-142857;Not Profitable;93441;OFF-2541;OIC Colored Binder Clips;South;898;Corporate;2/3/2022;First Class;Shipped Late;North Carolina;Office Supplies;3;5;0.08%;26.18;2;290.93;294.35
Stationery;Charlotte;United States;C0039;Customer 9;1/31/2022;CA-2022-627476;Profitable;54224;STA-1385;Xerox 1980 Black & White Digital Copier;South;899;Consumer;2/3/2022;First Class;Shipped on Time;New York;Stationery;3;4;0.12%;83.95;6;522.95;476.19
